Order_ID,Distributor_ID,Product_ID,Order_Date,Quantity_Ordered,Discount%_Applied,Unit_Price
B2B001297,D0086,P0018,04-06-2023,43,0.13,232.4031
B2B001298,D0100,P0012,12-08-2023,77,0.04,465.8496
B2B001299,D0034,P0050,11-01-2023,82,0.09,91.5278
B2B001300,D0096,P0002,04-02-2024,80,0.14,409.231
B2B001301,D0047,P0030,27-09-2023,12,0.17,27.1908
B2B001302,D0075,P0026,24-01-2023,76,0.15,335.529
B2B001303,D0088,P0008,14-11-2023,91,0.09,395.3313
B2B001304,D0038,P0028,17-03-2023,43,0.16,220.0548
B2B001305,D0063,P0016,25-06-2023,65,0.05,94.8765
B2B001306,D0084,P0048,04-05-2024,32,0.14,227.7538
B2B001307,D0019,P0017,22-05-2023,87,0.2,127.264
B2B001308,D0015,P0017,13-04-2023,21,0.15,135.218
B2B001309,D0087,P0020,24-02-2024,27,0.13,132.849
B2B001310,D0085,P0029,27-04-2024,77,0.05,285.266
B2B001311,D0099,P0011,18-04-2023,34,0.1,18.081
B2B001312,D0078,P0024,07-01-2024,35,0.04,181.9392
B2B001313,D0028,P0019,13-05-2023,73,0.17,183.9695
B2B001314,D0020,P0031,04-02-2024,68,0.16,258.468
B2B001315,D0051,P0035,13-06-2023,15,0.1,434.844
B2B001316,D0030,P0047,16-01-2023,73,0.12,143.2112
B2B001317,D0027,P0007,05-06-2023,71,0.16,32.3064
B2B001318,D0012,P0044,17-03-2023,51,0.11,405.4573
B2B001319,D0029,P0018,08-03-2023,77,0.01,264.4587
B2B001320,D0025,P0032,15-07-2023,15,0.11,83.2684
B2B001321,D0017,P0017,25-02-2023,53,0.11,141.5812
B2B001322,D0066,P0032,16-05-2024,94,0.13,81.3972
B2B001323,D0001,P0044,02-02-2024,78,0.14,391.7902
B2B001324,D0076,P0018,16-09-2023,64,0.14,229.7318
B2B001325,D0052,P0046,18-03-2024,13,0.14,287.7904
B2B001326,D0079,P0041,02-04-2023,61,0.14,60.028
B2B001327,D0005,P0046,16-09-2023,31,0.13,291.1368
B2B001328,D0080,P0006,11-05-2023,64,0.01,85.5756
B2B001329,D0039,P0048,06-11-2023,90,0.13,230.4021
B2B001330,D0024,P0045,24-05-2023,22,0.04,131.328
B2B001331,D0078,P0043,25-08-2023,46,0.13,23.3595
B2B001332,D0056,P0018,27-11-2023,11,0.06,251.1022
B2B001333,D0034,P0007,20-10-2023,14,0.2,30.768
B2B001334,D0076,P0025,19-03-2024,27,0.04,224.1312
B2B001335,D0030,P0030,30-07-2023,34,0.11,29.1564
B2B001336,D0098,P0007,18-09-2023,98,0,38.46
B2B001337,D0093,P0030,15-06-2023,97,0.1,29.484
B2B001338,D0066,P0009,19-01-2023,43,0.02,298.459
B2B001339,D0031,P0014,15-02-2024,47,0.18,93.521
B2B001340,D0042,P0027,13-02-2024,92,0.01,106.7616
B2B001341,D0025,P0016,03-01-2024,97,0.04,95.8752
B2B001342,D0087,P0020,30-04-2023,62,0.13,132.849
B2B001343,D0050,P0006,27-04-2023,65,0.16,72.6096
B2B001344,D0083,P0015,25-05-2023,30,0.18,81.2538
B2B001345,D0058,P0023,21-01-2023,24,0.2,122.52
B2B001346,D0039,P0013,31-08-2023,70,0.07,388.647
B2B001347,D0041,P0049,23-06-2023,58,0.06,261.2166
B2B001348,D0005,P0012,16-04-2023,53,0.19,393.0606
B2B001349,D0062,P0027,30-01-2024,39,0.2,86.272
B2B001350,D0010,P0005,26-07-2023,37,0.17,71.7535
B2B001351,D0056,P0001,19-09-2023,72,0.16,162.5568
B2B001352,D0090,P0043,29-03-2023,92,0.14,23.091
B2B001353,D0085,P0011,19-05-2023,43,0.1,18.081
B2B001354,D0094,P0025,19-04-2023,68,0.07,217.1271
B2B001355,D0027,P0030,11-06-2024,68,0.04,31.4496
B2B001356,D0018,P0012,14-11-2023,93,0.04,465.8496
B2B001357,D0079,P0020,16-12-2023,93,0.14,131.322
B2B001358,D0025,P0032,06-06-2024,54,0,93.56
B2B001359,D0023,P0035,27-03-2024,44,0.19,391.3596
B2B001360,D0035,P0019,04-04-2023,24,0.07,206.1345
B2B001361,D0066,P0004,18-09-2023,66,0.05,288.173
B2B001362,D0003,P0016,24-10-2023,93,0.18,81.8934
B2B001363,D0033,P0037,27-03-2023,94,0.16,133.7784
B2B001364,D0031,P0012,22-06-2024,60,0.1,436.734
B2B001365,D0018,P0043,03-06-2023,46,0.13,23.3595
B2B001366,D0065,P0022,15-07-2023,76,0.08,72.082
B2B001367,D0032,P0036,07-08-2023,39,0.14,349.2546
B2B001368,D0058,P0043,10-02-2023,99,0.11,23.8965
B2B001369,D0097,P0006,07-07-2023,56,0.07,80.3892
B2B001370,D0095,P0027,01-03-2024,65,0.07,100.2912
B2B001371,D0046,P0005,02-07-2024,90,0.14,74.347
B2B001372,D0075,P0034,09-10-2023,54,0.11,422.7055
B2B001373,D0063,P0010,16-10-2023,82,0.09,324.8336
B2B001374,D0034,P0024,09-03-2024,88,0.2,151.616
B2B001375,D0043,P0021,27-10-2023,29,0.16,260.2404
B2B001376,D0089,P0033,27-06-2023,10,0.12,36.8544
B2B001377,D0100,P0044,15-09-2023,15,0.05,432.7915
B2B001378,D0025,P0037,19-11-2023,14,0.09,144.9266
B2B001379,D0043,P0010,14-11-2023,92,0.05,339.112
B2B001380,D0030,P0022,05-03-2023,31,0.06,73.649
B2B001381,D0089,P0046,05-09-2023,60,0.12,294.4832
B2B001382,D0048,P0024,03-06-2024,84,0.07,176.2536
B2B001383,D0025,P0013,14-04-2023,90,0.08,384.468
B2B001384,D0074,P0004,13-02-2023,94,0.1,273.006
B2B001385,D0050,P0047,13-04-2024,47,0.09,148.0934
B2B001386,D0096,P0013,13-10-2023,88,0.02,409.542
B2B001387,D0096,P0030,05-06-2023,20,0.19,26.5356
B2B001388,D0026,P0016,17-03-2024,25,0.12,87.8856
B2B001389,D0082,P0032,08-08-2023,79,0.09,85.1396
B2B001390,D0079,P0040,19-04-2024,80,0.04,216.6432
B2B001391,D0034,P0049,09-04-2023,20,0.16,233.4276
B2B001392,D0005,P0032,04-08-2023,59,0.16,78.5904
B2B001393,D0010,P0032,20-12-2023,58,0.19,75.7836
B2B001394,D0023,P0040,22-04-2023,41,0.07,209.8731
B2B001395,D0032,P0038,10-02-2024,25,0.12,50.9168
B2B001396,D0068,P0030,23-12-2023,79,0.18,26.8632
B2B001397,D0073,P0049,16-02-2023,71,0.12,244.5432
B2B001398,D0033,P0006,27-06-2024,91,0.2,69.152
B2B001399,D0016,P0037,12-03-2023,17,0.04,152.8896
B2B001400,D0015,P0022,25-07-2023,90,0.18,64.247
B2B001401,D0063,P0005,12-02-2024,65,0.08,79.534
B2B001402,D0046,P0036,09-11-2023,63,0.02,397.9878
B2B001403,D0093,P0040,05-02-2023,92,0.15,191.8195
B2B001404,D0049,P0044,10-03-2023,31,0.03,441.9029
B2B001405,D0027,P0006,03-10-2023,78,0.13,75.2028
B2B001406,D0010,P0020,02-11-2023,67,0.11,135.903
B2B001407,D0095,P0025,18-03-2023,96,0.04,224.1312
B2B001408,D0012,P0009,16-08-2023,78,0.19,246.6855
B2B001409,D0033,P0041,25-02-2023,11,0.07,64.914
B2B001410,D0022,P0001,19-03-2023,19,0.19,156.7512
B2B001411,D0012,P0030,13-12-2023,23,0.09,29.8116
B2B001412,D0084,P0037,03-03-2024,20,0.04,152.8896
B2B001413,D0018,P0012,20-05-2024,52,0.15,412.471
B2B001414,D0021,P0015,22-06-2024,37,0.1,89.181
B2B001415,D0056,P0034,21-01-2023,17,0.01,470.2005
B2B001416,D0048,P0041,19-05-2023,66,0.17,57.934
B2B001417,D0012,P0020,14-02-2024,87,0.11,135.903
B2B001418,D0043,P0025,17-10-2023,85,0.12,205.4536
B2B001419,D0029,P0020,12-04-2024,19,0.04,146.592
B2B001420,D0084,P0025,30-11-2023,84,0.17,193.7801
B2B001421,D0073,P0045,14-02-2023,67,0.06,128.592
B2B001422,D0063,P0009,30-03-2023,25,0.03,295.4135
B2B001423,D0041,P0041,28-11-2023,95,0.12,61.424
B2B001424,D0047,P0041,21-08-2023,32,0.19,56.538
B2B001425,D0075,P0030,28-12-2023,13,0.17,27.1908
B2B001426,D0052,P0029,05-06-2023,94,0.05,285.266
B2B001427,D0038,P0014,15-05-2023,21,0.11,101.5045
B2B001428,D0026,P0026,13-01-2024,19,0.06,371.0556
B2B001429,D0048,P0020,02-01-2024,48,0.11,135.903
B2B001430,D0045,P0030,20-11-2023,89,0.01,32.4324
B2B001431,D0009,P0005,11-04-2023,58,0.06,81.263
B2B001432,D0064,P0015,17-06-2024,68,0.12,87.1992
B2B001433,D0048,P0031,05-01-2023,70,0.16,258.468
B2B001434,D0024,P0028,01-01-2024,31,0.01,259.3503
B2B001435,D0051,P0010,02-04-2024,80,0.2,285.568
B2B001436,D0006,P0026,18-08-2023,42,0.16,331.5816
B2B001437,D0024,P0005,23-02-2024,47,0.13,75.2115
B2B001438,D0047,P0029,11-11-2023,31,0.11,267.2492
B2B001439,D0055,P0033,03-02-2024,93,0.13,36.4356
B2B001440,D0017,P0038,18-08-2023,30,0.01,57.2814
B2B001441,D0041,P0008,07-02-2024,44,0.03,421.3971
B2B001442,D0010,P0050,09-08-2023,34,0.11,89.5162
B2B001443,D0003,P0013,23-06-2024,26,0,417.9
B2B001444,D0043,P0007,28-05-2024,66,0.06,36.1524
B2B001445,D0029,P0002,07-09-2023,99,0.04,456.816
B2B001446,D0091,P0042,30-03-2024,80,0,252.64
B2B001447,D0013,P0008,11-04-2024,21,0.08,399.6756
B2B001448,D0040,P0037,05-06-2024,20,0.07,148.1118
B2B001449,D0082,P0042,29-05-2024,86,0,252.64
B2B001450,D0054,P0002,30-04-2024,64,0.18,390.197
B2B001451,D0019,P0024,02-04-2023,47,0.18,155.4064
B2B001452,D0053,P0021,19-01-2024,44,0.01,306.7119
B2B001453,D0030,P0023,10-01-2024,53,0.1,137.835
B2B001454,D0001,P0002,09-03-2024,53,0.05,452.0575
B2B001455,D0085,P0025,25-07-2023,81,0.04,224.1312
B2B001456,D0046,P0031,19-08-2023,59,0.02,301.546
B2B001457,D0072,P0049,16-10-2023,60,0.15,236.2065
B2B001458,D0071,P0050,18-10-2023,69,0.02,98.5684
B2B001459,D0007,P0007,13-03-2024,20,0.06,36.1524
B2B001460,D0092,P0035,23-01-2023,58,0.05,459.002
B2B001461,D0043,P0047,17-02-2024,48,0.08,149.7208
B2B001462,D0024,P0044,12-02-2024,49,0,455.57
B2B001463,D0035,P0037,24-05-2024,85,0.14,136.9636
B2B001464,D0045,P0031,23-02-2023,33,0.17,255.391
B2B001465,D0053,P0003,22-06-2023,30,0.12,324.4384
B2B001466,D0073,P0039,18-06-2023,19,0.11,307.2903
B2B001467,D0023,P0037,13-01-2024,31,0.13,138.5562
B2B001468,D0003,P0049,07-02-2023,23,0.05,263.9955
B2B001469,D0025,P0049,21-09-2023,30,0.14,238.9854
B2B001470,D0008,P0026,28-03-2023,11,0.15,335.529
B2B001471,D0095,P0031,19-03-2024,44,0,307.7
B2B001472,D0037,P0049,01-07-2023,16,0.04,266.7744
B2B001473,D0037,P0024,30-04-2023,71,0.15,161.092
B2B001474,D0008,P0040,26-08-2023,63,0.06,212.1298
B2B001475,D0050,P0037,23-06-2024,30,0.11,141.7414
B2B001476,D0056,P0042,09-03-2024,32,0.05,240.008
B2B001477,D0069,P0029,11-11-2023,72,0.03,291.2716
B2B001478,D0076,P0018,11-05-2023,82,0.14,229.7318
B2B001479,D0024,P0008,28-04-2023,58,0.11,386.6427
B2B001480,D0041,P0024,03-09-2023,24,0.13,164.8824
B2B001481,D0044,P0007,06-08-2023,70,0.19,31.1526
B2B001482,D0084,P0037,29-05-2023,88,0.05,151.297
B2B001483,D0043,P0033,13-02-2023,76,0.04,40.2048
B2B001484,D0013,P0026,07-08-2023,98,0.13,343.4238
B2B001485,D0013,P0010,22-03-2023,70,0,356.96
B2B001486,D0090,P0009,07-01-2024,22,0.07,283.2315
B2B001487,D0073,P0007,14-06-2023,36,0.16,32.3064
B2B001488,D0034,P0043,10-06-2023,79,0.16,22.554
B2B001489,D0046,P0019,15-06-2024,27,0.04,212.784
B2B001490,D0040,P0017,28-02-2024,45,0,159.08
B2B001491,D0082,P0032,21-11-2023,59,0.08,86.0752
B2B001492,D0082,P0014,09-04-2023,84,0.04,109.488
B2B001493,D0089,P0032,13-02-2024,58,0.1,84.204
B2B001494,D0097,P0003,17-07-2023,30,0.11,328.1252
B2B001495,D0074,P0048,06-10-2023,78,0.06,248.9402
B2B001496,D0089,P0028,01-12-2023,48,0.13,227.9139
B2B001497,D0012,P0036,27-05-2023,87,0.03,393.9267
B2B001498,D0092,P0016,26-09-2023,83,0.12,87.8856
B2B001499,D0057,P0012,04-12-2023,61,0,485.26
B2B001500,D0021,P0025,14-05-2024,64,0.13,203.1189
B2B001501,D0009,P0011,13-12-2023,85,0.14,17.2774
B2B001502,D0067,P0026,14-01-2023,72,0.02,386.8452
B2B001503,D0068,P0014,04-09-2023,15,0.14,98.083
B2B001504,D0090,P0040,05-02-2024,19,0.17,187.3061
B2B001505,D0005,P0041,22-06-2023,84,0.07,64.914
B2B001506,D0029,P0035,24-12-2023,54,0.06,454.1704
B2B001507,D0007,P0035,23-08-2023,32,0.17,401.0228
B2B001508,D0025,P0026,29-06-2024,28,0.07,367.1082
B2B001509,D0068,P0045,18-05-2023,84,0.16,114.912
B2B001510,D0083,P0005,18-02-2024,81,0.08,79.534
B2B001511,D0086,P0019,03-03-2023,55,0.06,208.351
B2B001512,D0001,P0022,05-07-2023,12,0.17,65.0305
B2B001513,D0084,P0005,16-05-2024,94,0.06,81.263
B2B001514,D0027,P0028,16-04-2024,39,0.19,212.1957
B2B001515,D0025,P0021,07-05-2024,89,0.11,275.7309
B2B001516,D0073,P0002,21-05-2023,53,0.17,394.9555
B2B001517,D0003,P0041,15-12-2023,68,0.08,64.216
B2B001518,D0087,P0021,16-04-2024,20,0.03,300.5157
B2B001519,D0043,P0009,15-11-2023,64,0.1,274.095
B2B001520,D0064,P0017,01-07-2023,90,0.1,143.172
B2B001521,D0064,P0026,01-09-2023,38,0.03,382.8978
B2B001522,D0094,P0006,28-03-2024,34,0.03,83.8468
B2B001523,D0019,P0018,25-10-2023,46,0.05,253.7735
B2B001524,D0013,P0024,03-06-2023,54,0.1,170.568
B2B001525,D0037,P0049,29-07-2023,73,0.11,247.3221
B2B001526,D0046,P0025,17-01-2024,49,0.19,189.1107
B2B001527,D0029,P0008,04-06-2023,76,0.19,351.8883
B2B001528,D0019,P0024,30-09-2023,25,0.05,180.044
B2B001529,D0062,P0026,10-02-2024,80,0.2,315.792
B2B001530,D0059,P0005,21-05-2024,77,0.03,83.8565
B2B001531,D0060,P0039,27-01-2023,48,0.15,293.4795
B2B001532,D0055,P0046,28-04-2023,57,0.19,271.0584
B2B001533,D0079,P0047,24-11-2023,69,0.11,144.8386
B2B001534,D0085,P0023,23-04-2024,86,0.17,127.1145
B2B001535,D0056,P0021,08-12-2023,97,0.07,288.1233
B2B001536,D0071,P0033,03-04-2024,15,0.19,33.9228
B2B001537,D0067,P0048,08-05-2024,38,0.02,259.5334
B2B001538,D0057,P0045,08-07-2023,10,0.04,131.328
B2B001539,D0057,P0021,04-05-2023,67,0.07,288.1233
B2B001540,D0037,P0024,05-06-2023,51,0.06,178.1488
B2B001541,D0005,P0007,21-11-2023,16,0.18,31.5372
B2B001542,D0022,P0048,12-12-2023,53,0.09,240.9953
B2B001543,D0084,P0046,28-01-2024,85,0.02,327.9472
B2B001544,D0016,P0011,30-06-2023,50,0.14,17.2774
B2B001545,D0075,P0029,08-07-2023,20,0.04,288.2688
B2B001546,D0063,P0015,02-07-2024,45,0.1,89.181
B2B001547,D0075,P0019,10-05-2024,46,0.15,188.4025
B2B001548,D0007,P0043,01-04-2024,70,0,26.85
B2B001549,D0022,P0040,07-11-2023,32,0.02,221.1566
B2B001550,D0072,P0005,05-05-2024,97,0.02,84.721
B2B001551,D0088,P0005,12-04-2024,79,0.12,76.076
B2B001552,D0050,P0020,05-04-2024,13,0.16,128.268
B2B001553,D0039,P0017,10-01-2023,22,0.14,136.8088
B2B001554,D0049,P0003,12-12-2023,81,0.08,339.1856
B2B001555,D0048,P0002,12-01-2024,55,0.13,413.9895
B2B001556,D0068,P0008,27-06-2023,14,0.07,404.0199
B2B001557,D0098,P0024,07-01-2024,18,0.01,187.6248
B2B001558,D0064,P0004,11-02-2024,13,0.17,251.7722
B2B001559,D0022,P0039,24-03-2024,69,0.11,307.2903
B2B001560,D0065,P0043,20-06-2024,87,0.03,26.0445
B2B001561,D0073,P0016,22-01-2024,56,0.12,87.8856
B2B001562,D0095,P0039,14-12-2023,16,0.17,286.5741
B2B001563,D0037,P0046,13-06-2024,49,0.16,281.0976
B2B001564,D0013,P0027,08-11-2023,56,0.12,94.8992
B2B001565,D0094,P0017,26-02-2024,13,0.01,157.4892
B2B001566,D0081,P0027,21-01-2024,64,0.12,94.8992
B2B001567,D0086,P0044,23-01-2023,35,0.13,396.3459
B2B001568,D0045,P0035,03-12-2023,24,0.11,430.0124
B2B001569,D0081,P0016,03-05-2023,22,0.17,82.8921
B2B001570,D0013,P0028,16-12-2023,81,0.11,233.1533
B2B001571,D0005,P0030,30-05-2023,62,0.1,29.484
B2B001572,D0023,P0037,18-03-2024,20,0.2,127.408
B2B001573,D0076,P0038,02-04-2024,98,0.16,48.6024
B2B001574,D0001,P0040,19-05-2024,22,0.1,203.103
B2B001575,D0054,P0046,27-07-2023,84,0.08,307.8688
B2B001576,D0025,P0030,20-11-2023,79,0.18,26.8632
B2B001577,D0017,P0027,21-01-2023,82,0.19,87.3504
B2B001578,D0077,P0006,27-05-2024,71,0.01,85.5756
B2B001579,D0063,P0049,19-12-2023,29,0.14,238.9854
B2B001580,D0097,P0041,04-05-2024,78,0.06,65.612
B2B001581,D0081,P0047,06-03-2023,79,0.07,151.3482
B2B001582,D0074,P0015,18-05-2024,39,0.03,96.1173
B2B001583,D0047,P0012,19-01-2023,53,0.01,480.4074
B2B001584,D0068,P0050,21-02-2023,43,0.05,95.551
B2B001585,D0023,P0011,24-04-2023,67,0.06,18.8846
B2B001586,D0055,P0025,05-01-2023,61,0.12,205.4536
B2B001587,D0061,P0027,20-11-2023,76,0.16,90.5856
B2B001588,D0072,P0014,11-09-2023,15,0.07,106.0665
B2B001589,D0070,P0041,20-10-2023,61,0.09,63.518
B2B001590,D0062,P0035,14-03-2024,51,0.18,396.1912
B2B001591,D0061,P0043,02-04-2024,34,0.12,23.628
B2B001592,D0007,P0005,20-12-2023,23,0.18,70.889
B2B001593,D0062,P0005,28-01-2024,96,0.16,72.618
B2B001594,D0092,P0012,07-12-2023,33,0.03,470.7022
B2B001595,D0014,P0030,27-03-2024,11,0.07,30.4668
B2B001596,D0002,P0023,14-05-2024,33,0.16,128.646
B2B001597,D0044,P0001,19-12-2023,57,0,193.52
B2B001598,D0046,P0006,09-05-2024,67,0.17,71.7452
B2B001599,D0049,P0008,04-05-2023,34,0.03,421.3971
B2B001600,D0082,P0023,20-12-2023,10,0.13,133.2405
B2B001601,D0030,P0039,27-11-2023,66,0.16,290.0268
B2B001602,D0093,P0039,12-01-2024,88,0.13,300.3849
B2B001603,D0033,P0007,28-08-2023,59,0.14,33.0756
B2B001604,D0039,P0048,02-05-2024,82,0.13,230.4021
B2B001605,D0006,P0002,31-12-2023,35,0.13,413.9895
B2B001606,D0075,P0034,23-08-2023,91,0.1,427.455
B2B001607,D0036,P0031,02-01-2023,15,0.17,255.391
B2B001608,D0034,P0044,29-09-2023,92,0.03,441.9029
B2B001609,D0096,P0041,06-01-2023,28,0.12,61.424
B2B001610,D0038,P0019,13-08-2023,65,0.09,201.7015
B2B001611,D0096,P0041,03-12-2023,92,0.12,61.424
B2B001612,D0069,P0005,03-09-2023,41,0.03,83.8565
B2B001613,D0076,P0012,08-12-2023,97,0.1,436.734
B2B001614,D0083,P0028,08-01-2024,41,0.02,256.7306
B2B001615,D0035,P0045,03-03-2024,50,0.15,116.28
B2B001616,D0007,P0016,13-12-2023,90,0.07,92.8791
B2B001617,D0021,P0031,03-10-2023,85,0.06,289.238
B2B001618,D0006,P0023,05-03-2024,51,0.09,139.3665
B2B001619,D0078,P0014,22-01-2023,84,0.11,101.5045
B2B001620,D0020,P0005,27-06-2024,29,0.09,78.6695
B2B001621,D0077,P0030,07-02-2023,35,0.2,26.208
B2B001622,D0061,P0004,07-07-2023,60,0.11,269.9726
B2B001623,D0090,P0026,25-02-2023,81,0.12,347.3712
B2B001624,D0090,P0033,14-06-2023,61,0.05,39.786
B2B001625,D0033,P0006,25-11-2023,22,0.1,77.796
B2B001626,D0023,P0036,09-09-2023,46,0.09,369.5601
B2B001627,D0009,P0022,07-02-2024,74,0.16,65.814
B2B001628,D0037,P0045,05-06-2024,59,0.06,128.592
B2B001629,D0077,P0030,14-03-2023,54,0.1,29.484
B2B001630,D0099,P0047,04-03-2023,60,0.07,151.3482
B2B001631,D0018,P0002,14-07-2023,54,0.03,461.5745
B2B001632,D0007,P0002,28-01-2023,48,0.2,380.68
B2B001633,D0029,P0038,14-11-2023,14,0.02,56.7028
B2B001634,D0005,P0031,17-02-2024,77,0.05,292.315
B2B001635,D0041,P0042,14-10-2023,26,0.03,245.0608
B2B001636,D0004,P0020,06-06-2024,53,0.15,129.795
B2B001637,D0097,P0036,23-08-2023,23,0.07,377.6823
B2B001638,D0098,P0037,20-02-2024,75,0.05,151.297
B2B001639,D0026,P0002,30-08-2023,66,0.18,390.197
B2B001640,D0039,P0020,23-01-2024,77,0.05,145.065
B2B001641,D0035,P0029,21-02-2024,97,0.02,294.2744
B2B001642,D0085,P0009,07-03-2023,60,0.16,255.822
B2B001643,D0005,P0029,25-03-2024,84,0.09,273.2548
B2B001644,D0001,P0026,06-02-2024,41,0.14,339.4764
B2B001645,D0043,P0004,06-08-2023,10,0.07,282.1062
B2B001646,D0070,P0032,22-02-2024,36,0.09,85.1396
B2B001647,D0022,P0046,29-03-2024,37,0.05,317.908
B2B001648,D0009,P0007,09-06-2024,14,0.15,32.691
B2B001649,D0002,P0034,04-05-2023,78,0.17,394.2085
B2B001650,D0067,P0045,31-03-2023,75,0.02,134.064
B2B001651,D0099,P0028,30-09-2023,94,0.19,212.1957
B2B001652,D0045,P0045,18-10-2023,25,0.14,117.648
B2B001653,D0100,P0002,29-10-2023,67,0.1,428.265
B2B001654,D0005,P0021,16-01-2024,19,0.18,254.0442
B2B001655,D0055,P0006,09-05-2023,37,0,86.44
B2B001656,D0037,P0040,09-10-2023,40,0.11,200.8463
B2B001657,D0034,P0004,21-04-2024,64,0.08,279.0728
B2B001658,D0007,P0035,22-03-2024,36,0.14,415.5176
B2B001659,D0066,P0031,11-01-2023,25,0.18,252.314
B2B001660,D0086,P0040,19-03-2024,18,0.19,182.7927
B2B001661,D0018,P0001,02-01-2023,23,0.18,158.6864
B2B001662,D0030,P0022,10-01-2024,28,0.16,65.814
B2B001663,D0026,P0016,24-08-2023,52,0.09,90.8817
B2B001664,D0015,P0014,25-02-2024,54,0.14,98.083
B2B001665,D0019,P0002,21-10-2023,50,0.08,437.782
B2B001666,D0094,P0026,15-10-2023,74,0.13,343.4238
B2B001667,D0085,P0024,04-03-2024,51,0.07,176.2536
B2B001668,D0009,P0031,26-05-2023,74,0.15,261.545
B2B001669,D0062,P0006,01-07-2024,98,0.19,70.0164
B2B001670,D0047,P0035,28-05-2024,21,0.11,430.0124
B2B001671,D0040,P0034,16-07-2023,31,0.17,394.2085
B2B001672,D0088,P0045,11-11-2023,73,0.02,134.064
B2B001673,D0098,P0002,23-06-2023,70,0.04,456.816
B2B001674,D0070,P0008,17-01-2024,94,0.09,395.3313
B2B001675,D0089,P0017,08-05-2024,20,0.08,146.3536
B2B001676,D0028,P0035,29-04-2024,36,0.04,463.8336
B2B001677,D0035,P0004,01-06-2023,16,0.19,245.7054
B2B001678,D0100,P0033,18-04-2023,89,0.19,33.9228
B2B001679,D0023,P0012,04-06-2023,20,0.09,441.5866
B2B001680,D0086,P0002,30-08-2023,91,0.06,447.299
B2B001681,D0056,P0002,09-10-2023,41,0.04,456.816
B2B001682,D0058,P0003,24-08-2023,95,0.15,313.378
B2B001683,D0017,P0012,04-04-2023,41,0.11,431.8814
B2B001684,D0014,P0033,28-12-2023,35,0.11,37.2732
B2B001685,D0093,P0042,24-12-2023,28,0.19,204.6384
B2B001686,D0085,P0042,19-06-2023,48,0.08,232.4288
B2B001687,D0015,P0032,08-11-2023,91,0.16,78.5904
B2B001688,D0081,P0012,22-05-2024,41,0.17,402.7658
B2B001689,D0046,P0049,19-05-2023,69,0.04,266.7744
B2B001690,D0099,P0002,15-07-2023,54,0.15,404.4725
B2B001691,D0010,P0036,18-03-2023,68,0.19,328.9491
B2B001692,D0003,P0038,16-02-2024,84,0.11,51.4954
B2B001693,D0040,P0018,08-12-2023,97,0.19,216.3753
B2B001694,D0062,P0042,23-10-2023,80,0.1,227.376
B2B001695,D0041,P0034,11-06-2023,57,0.09,432.2045
B2B001696,D0022,P0025,24-04-2023,65,0.1,210.123
B2B001697,D0062,P0042,11-05-2023,97,0.03,245.0608
B2B001698,D0023,P0049,11-02-2023,45,0.15,236.2065
B2B001699,D0068,P0002,02-06-2023,37,0.18,390.197
B2B001700,D0079,P0033,09-06-2024,84,0.09,38.1108
B2B001701,D0096,P0049,20-12-2023,89,0.09,252.8799
B2B001702,D0047,P0029,07-12-2023,91,0.15,255.238
B2B001703,D0100,P0045,05-02-2023,34,0.08,125.856
B2B001704,D0015,P0025,08-09-2023,46,0.06,219.4618
B2B001705,D0053,P0028,01-08-2023,29,0,261.97
B2B001706,D0081,P0023,18-09-2023,55,0.16,128.646
B2B001707,D0027,P0039,04-03-2023,25,0.14,296.9322
B2B001708,D0091,P0019,23-01-2024,61,0.18,181.753
B2B001709,D0030,P0038,10-12-2023,35,0.01,57.2814
B2B001710,D0077,P0010,16-01-2023,31,0.18,292.7072
B2B001711,D0068,P0013,26-04-2024,93,0.19,338.499
B2B001712,D0073,P0039,05-04-2024,71,0.17,286.5741
B2B001713,D0055,P0035,08-05-2024,81,0.16,405.8544
B2B001714,D0059,P0038,13-10-2023,38,0.1,52.074
B2B001715,D0014,P0031,07-12-2023,29,0.01,304.623
B2B001716,D0017,P0011,23-02-2024,74,0.06,18.8846
B2B001717,D0027,P0037,21-05-2024,86,0.07,148.1118
B2B001718,D0066,P0050,04-09-2023,10,0.11,89.5162
B2B001719,D0006,P0038,13-12-2023,39,0.01,57.2814
B2B001720,D0035,P0034,27-03-2023,93,0.07,441.7035
B2B001721,D0007,P0041,01-01-2024,29,0.08,64.216
B2B001722,D0028,P0026,15-06-2023,18,0.11,351.3186
B2B001723,D0048,P0049,22-09-2023,84,0.06,261.2166
B2B001724,D0083,P0035,04-03-2023,82,0.08,444.5072
B2B001725,D0054,P0025,14-04-2023,76,0.19,189.1107
B2B001726,D0005,P0002,24-04-2024,41,0.15,404.4725
B2B001727,D0093,P0025,08-04-2024,22,0.13,203.1189
B2B001728,D0045,P0014,20-02-2023,29,0.13,99.2235
B2B001729,D0075,P0020,03-01-2023,63,0.11,135.903
B2B001730,D0009,P0002,17-01-2023,56,0.08,437.782
B2B001731,D0067,P0040,16-03-2023,23,0.09,205.3597
B2B001732,D0075,P0006,19-06-2024,90,0.08,79.5248
B2B001733,D0054,P0032,06-07-2023,92,0.13,81.3972
B2B001734,D0075,P0010,05-09-2023,10,0.07,331.9728
B2B001735,D0015,P0015,15-10-2023,13,0.13,86.2083
B2B001736,D0030,P0021,15-11-2023,30,0.18,254.0442
B2B001737,D0072,P0014,14-03-2024,33,0.15,96.9425
